timestamp,service,metric,value,labels
1749488505,a,service_cpu_usage,0.0,
1749488505,a,service_circuit_breaker_state,0.0,
1749488505,a,service_health,1.0,
1749488505,a,service_latency_seconds,0.01,
1749488510,a,service_cpu_usage,0.8,
1749488510,a,service_circuit_breaker_state,0.0,
1749488510,a,service_health,1.0,
1749488510,a,service_latency_seconds,0.01,
1749488516,a,service_cpu_usage,13.0,
1749488516,a,service_circuit_breaker_state,0.0,
1749488516,a,service_health,1.0,
1749488516,a,service_latency_seconds,0.01,
1749488521,a,service_cpu_usage,12.4,
1749488521,a,service_circuit_breaker_state,0.0,
1749488521,a,service_health,1.0,
1749488521,a,service_latency_seconds,0.01,
1749488527,a,service_cpu_usage,13.4,
1749488527,a,service_circuit_breaker_state,0.0,
1749488527,a,service_health,1.0,
1749488527,a,service_latency_seconds,0.01,
1749488532,a,service_cpu_usage,12.7,
1749488532,a,service_circuit_breaker_state,0.0,
1749488532,a,service_health,1.0,
1749488532,a,service_latency_seconds,0.01,
1749488538,a,service_cpu_usage,13.2,
1749488538,a,service_circuit_breaker_state,0.0,
1749488538,a,service_health,1.0,
1749488538,a,service_latency_seconds,0.01,
1749488543,a,service_cpu_usage,0.0,
1749488543,a,service_circuit_breaker_state,0.0,
1749488543,a,service_health,1.0,
1749488543,a,service_latency_seconds,0.01,
1749488548,a,service_cpu_usage,0.9,
1749488548,a,service_circuit_breaker_state,0.0,
1749488548,a,service_health,1.0,
1749488548,a,service_latency_seconds,0.01,
1749488553,a,service_cpu_usage,0.2,
1749488553,a,service_circuit_breaker_state,0.0,
1749488553,a,service_health,1.0,
1749488553,a,service_latency_seconds,0.01,
1749488558,a,service_cpu_usage,0.2,
1749488558,a,service_circuit_breaker_state,0.0,
1749488558,a,service_health,1.0,
1749488558,a,service_latency_seconds,0.01,
1749488564,a,service_cpu_usage,0.4,
1749488564,a,service_circuit_breaker_state,0.0,
1749488564,a,service_health,1.0,
1749488564,a,service_latency_seconds,0.01,
1749488505,b,service_cpu_usage,3.1,
1749488505,b,service_circuit_breaker_state,0.0,
1749488505,b,service_health,1.0,
1749488505,b,service_latency_seconds,0.01,
1749488510,b,service_cpu_usage,1.1,
1749488510,b,service_circuit_breaker_state,0.0,
1749488510,b,service_health,1.0,
1749488510,b,service_latency_seconds,0.01,
1749488516,b,service_cpu_usage,13.0,
1749488516,b,service_circuit_breaker_state,0.0,
1749488516,b,service_health,1.0,
1749488516,b,service_latency_seconds,0.1,
1749488521,b,service_cpu_usage,12.6,
1749488521,b,service_circuit_breaker_state,0.0,
1749488521,b,service_health,1.0,
1749488521,b,service_latency_seconds,0.1,
1749488527,b,service_cpu_usage,12.7,
1749488527,b,service_circuit_breaker_state,0.0,
1749488527,b,service_health,1.0,
1749488527,b,service_latency_seconds,0.1,
1749488532,b,service_cpu_usage,12.7,
1749488532,b,service_circuit_breaker_state,0.0,
1749488532,b,service_health,1.0,
1749488532,b,service_latency_seconds,0.2,
1749488538,b,service_cpu_usage,13.2,
1749488538,b,service_circuit_breaker_state,0.0,
1749488538,b,service_health,1.0,
1749488538,b,service_latency_seconds,0.2,
1749488543,b,service_cpu_usage,0.8,
1749488543,b,service_circuit_breaker_state,0.0,
1749488543,b,service_health,1.0,
1749488543,b,service_latency_seconds,0.2,
1749488548,b,service_cpu_usage,0.9,
1749488548,b,service_circuit_breaker_state,0.0,
1749488548,b,service_health,1.0,
1749488548,b,service_latency_seconds,0.2,
1749488553,b,service_cpu_usage,0.2,
1749488553,b,service_circuit_breaker_state,0.0,
1749488553,b,service_health,1.0,
1749488553,b,service_latency_seconds,0.2,
1749488558,b,service_cpu_usage,0.4,
1749488558,b,service_circuit_breaker_state,0.0,
1749488558,b,service_health,1.0,
1749488558,b,service_latency_seconds,0.2,
1749488564,b,service_cpu_usage,0.4,
1749488564,b,service_circuit_breaker_state,0.0,
1749488564,b,service_health,1.0,
1749488564,b,service_latency_seconds,0.1,
1749488505,c,service_cpu_usage,4.5,
1749488505,c,service_circuit_breaker_state,0.0,
1749488505,c,service_health,1.0,
1749488505,c,service_latency_seconds,0.01,
1749488510,c,service_cpu_usage,1.7,
1749488510,c,service_circuit_breaker_state,0.0,
1749488510,c,service_health,1.0,
1749488510,c,service_latency_seconds,0.05,
1749488516,c,service_cpu_usage,13.0,
1749488516,c,service_circuit_breaker_state,0.0,
1749488516,c,service_health,1.0,
1749488516,c,service_latency_seconds,0.1,
1749488521,c,service_cpu_usage,12.6,
1749488521,c,service_circuit_breaker_state,0.0,
1749488521,c,service_health,1.0,
1749488521,c,service_latency_seconds,0.1,
1749488527,c,service_cpu_usage,13.0,
1749488527,c,service_circuit_breaker_state,0.0,
1749488527,c,service_health,1.0,
1749488527,c,service_latency_seconds,0.1,
1749488532,c,service_cpu_usage,12.7,
1749488532,c,service_circuit_breaker_state,0.0,
1749488532,c,service_health,1.0,
1749488532,c,service_latency_seconds,0.2,
1749488538,c,service_cpu_usage,13.8,
1749488538,c,service_circuit_breaker_state,0.0,
1749488538,c,service_health,1.0,
1749488538,c,service_latency_seconds,0.2,
1749488543,c,service_cpu_usage,1.6,
1749488543,c,service_circuit_breaker_state,0.0,
1749488543,c,service_health,1.0,
1749488543,c,service_latency_seconds,0.2,
1749488548,c,service_cpu_usage,1.0,
1749488548,c,service_circuit_breaker_state,0.0,
1749488548,c,service_health,1.0,
1749488548,c,service_latency_seconds,0.2,
1749488553,c,service_cpu_usage,0.3,
1749488553,c,service_circuit_breaker_state,0.0,
1749488553,c,service_health,1.0,
1749488553,c,service_latency_seconds,0.2,
1749488558,c,service_cpu_usage,1.3,
1749488558,c,service_circuit_breaker_state,0.0,
1749488558,c,service_health,1.0,
1749488558,c,service_latency_seconds,0.2,
1749488564,c,service_cpu_usage,0.5,
1749488564,c,service_circuit_breaker_state,0.0,
1749488564,c,service_health,1.0,
1749488564,c,service_latency_seconds,0.2,
1749488505,d,service_cpu_usage,6.8,
1749488505,d,service_circuit_breaker_state,0.0,
1749488505,d,service_health,1.0,
1749488505,d,service_latency_seconds,0.1,
1749488510,d,service_cpu_usage,2.0,
1749488510,d,service_circuit_breaker_state,0.0,
1749488510,d,service_health,1.0,
1749488510,d,service_latency_seconds,0.1,
